OG_name	AT_prot	HV_OrthoMCL	TA_OrthoMCL	
OG4.5_1239	0	0	3	
OG4.5_1240	0	1	2	
OG4.5_1241	0	1	2	
OG4.5_1242	0	3	0	
OG4.5_1243	0	3	0	
OG4.5_1244	1	1	1	
OG4.5_1245	1	1	1	
OG4.5_1246	1	1	1	
OG4.5_1247	1	1	1	
OG4.5_1248	1	1	1	
OG4.5_1249	1	1	1	
OG4.5_1250	1	1	1	
OG4.5_1251	2	0	0	
OG4.5_1252	2	0	0	
OG4.5_1253	2	0	0	
OG4.5_1254	2	0	0	
OG4.5_1255	2	0	0	
OG4.5_1256	1	0	1	
OG4.5_1257	2	0	0	
OG4.5_1258	2	0	0	
OG4.5_1259	2	0	0	
OG4.5_1260	0	2	0	
OG4.5_1261	0	2	0	
OG4.5_1262	0	2	0	
OG4.5_1263	0	2	0	
OG4.5_1264	0	2	0	
OG4.5_1265	0	2	0	
OG4.5_1266	0	2	0	
OG4.5_1267	0	2	0	
OG4.5_1268	0	2	0	
OG4.5_1269	0	2	0	
OG4.5_1270	0	2	0	
OG4.5_1271	0	2	0	
OG4.5_1272	0	2	0	
OG4.5_1273	0	2	0	
OG4.5_1274	0	2	0	
OG4.5_1275	0	2	0	
OG4.5_1276	0	2	0	
OG4.5_1277	0	2	0	
OG4.5_1278	0	0	2	
OG4.5_1279	0	0	2	
OG4.5_1280	0	0	2	
OG4.5_1281	0	0	2	
OG4.5_1282	0	0	2	
OG4.5_1283	0	0	2	
OG4.5_1284	0	0	2	
OG4.5_1285	0	0	2	
OG4.5_1286	0	0	2	
OG4.5_1287	0	0	2	
OG4.5_1288	0	0	2	
OG4.5_1289	0	0	2	
OG4.5_1290	0	0	2	
OG4.5_1291	0	0	2	
OG4.5_1292	0	0	2	
OG4.5_1293	0	0	2	
OG4.5_1294	0	0	2	
OG4.5_1295	0	0	2	
OG4.5_1296	0	0	2	
OG4.5_1297	0	0	2	
OG4.5_1298	0	0	2	
OG4.5_1299	0	0	2	
OG4.5_1300	0	0	2	
OG4.5_1301	0	0	2	
OG4.5_1302	0	0	2	
OG4.5_1303	0	0	2	
OG4.5_1304	0	0	2	
OG4.5_1305	0	0	2	
OG4.5_1306	0	0	2	
OG4.5_1307	0	0	2	
OG4.5_1308	0	0	2	
OG4.5_1309	0	0	2	
OG4.5_1310	0	0	2	
OG4.5_1311	0	0	2	
OG4.5_1312	0	0	2	
OG4.5_1313	0	0	2	
OG4.5_1314	0	0	2	
OG4.5_1315	0	0	2	
OG4.5_1316	0	0	2	
OG4.5_1317	0	0	2	
OG4.5_1318	0	0	2	
OG4.5_1319	0	0	2	
OG4.5_1320	0	1	1	
OG4.5_1321	1	0	1	
OG4.5_1322	1	1	0	
OG4.5_1323	1	0	1	
OG4.5_1324	0	1	1	
OG4.5_1325	1	1	0	
OG4.5_1326	1	1	0	
OG4.5_1327	0	1	1	
OG4.5_1328	0	1	1	
OG4.5_1329	0	1	1	
OG4.5_1330	0	1	1	
OG4.5_1331	0	1	1	
OG4.5_1332	0	1	1	
OG4.5_1333	0	1	1	
OG4.5_1334	0	1	1	
OG4.5_1335	0	1	1	
OG4.5_1336	0	1	1	
OG4.5_1337	0	1	1	
OG4.5_1338	0	1	1	
OG4.5_1339	0	1	1	
OG4.5_1340	0	1	1	
OG4.5_1341	0	1	1	
OG4.5_1342	0	1	1	
OG4.5_1343	0	1	1	
OG4.5_1344	0	1	1	
OG4.5_1345	0	1	1	
OG4.5_1346	0	1	1	
OG4.5_1347	0	1	1	
OG4.5_1348	0	1	1	
OG4.5_1349	0	1	1	
OG4.5_1350	0	1	1	
OG4.5_1351	0	1	1	
OG4.5_1352	0	1	1	
OG4.5_1353	0	1	1	
OG4.5_1354	0	1	1	
OG4.5_1355	0	1	1	
OG4.5_1356	0	1	1	
OG4.5_1357	0	1	1	
OG4.5_1358	0	1	1	
OG4.5_1359	0	0	1	
OG4.5_1360	0	0	1	
OG4.5_1361	0	0	1	
OG4.5_1362	1	0	0	
OG4.5_1363	1	0	0	
