OG_name	AT_prot	HV_OrthoMCL	TA_OrthoMCL	
OG0.5_1217	0	1	2	
OG0.5_1218	0	1	2	
OG0.5_1219	0	1	2	
OG0.5_1220	0	1	2	
OG0.5_1221	0	1	2	
OG0.5_1222	0	1	2	
OG0.5_1223	0	0	3	
OG0.5_1224	0	1	2	
OG0.5_1225	0	0	3	
OG0.5_1226	0	1	2	
OG0.5_1227	0	0	3	
OG0.5_1228	0	1	2	
OG0.5_1229	0	1	2	
OG0.5_1230	0	3	0	
OG0.5_1231	0	3	0	
OG0.5_1232	1	1	1	
OG0.5_1233	1	1	1	
OG0.5_1234	1	1	1	
OG0.5_1235	1	1	1	
OG0.5_1236	1	1	1	
OG0.5_1237	1	1	1	
OG0.5_1238	2	0	0	
OG0.5_1239	2	0	0	
OG0.5_1240	2	0	0	
OG0.5_1241	2	0	0	
OG0.5_1242	0	2	0	
OG0.5_1243	0	2	0	
OG0.5_1244	0	2	0	
OG0.5_1245	0	2	0	
OG0.5_1246	0	2	0	
OG0.5_1247	0	2	0	
OG0.5_1248	0	2	0	
OG0.5_1249	0	2	0	
OG0.5_1250	0	2	0	
OG0.5_1251	0	2	0	
OG0.5_1252	0	2	0	
OG0.5_1253	0	2	0	
OG0.5_1254	0	2	0	
OG0.5_1255	0	2	0	
OG0.5_1256	0	2	0	
OG0.5_1257	0	2	0	
OG0.5_1258	0	2	0	
OG0.5_1259	0	0	2	
OG0.5_1260	0	0	2	
OG0.5_1261	0	0	2	
OG0.5_1262	0	0	2	
OG0.5_1263	0	0	2	
OG0.5_1264	0	0	2	
OG0.5_1265	0	0	2	
OG0.5_1266	0	0	2	
OG0.5_1267	0	0	2	
OG0.5_1268	0	0	2	
OG0.5_1269	0	0	2	
OG0.5_1270	0	0	2	
OG0.5_1271	0	0	2	
OG0.5_1272	0	0	2	
OG0.5_1273	0	0	2	
OG0.5_1274	0	0	2	
OG0.5_1275	0	0	2	
OG0.5_1276	0	0	2	
OG0.5_1277	0	0	2	
OG0.5_1278	0	0	2	
OG0.5_1279	0	0	2	
OG0.5_1280	0	0	2	
OG0.5_1281	0	0	2	
OG0.5_1282	0	0	2	
OG0.5_1283	0	0	2	
OG0.5_1284	0	0	2	
OG0.5_1285	0	0	2	
OG0.5_1286	0	0	2	
OG0.5_1287	0	0	2	
OG0.5_1288	0	0	2	
OG0.5_1289	0	0	2	
OG0.5_1290	0	0	2	
OG0.5_1291	0	0	2	
OG0.5_1292	0	0	2	
OG0.5_1293	0	0	2	
OG0.5_1294	1	0	1	
OG0.5_1295	1	1	0	
OG0.5_1296	0	1	1	
OG0.5_1297	0	1	1	
OG0.5_1298	0	1	1	
OG0.5_1299	0	1	1	
OG0.5_1300	0	1	1	
OG0.5_1301	0	1	1	
OG0.5_1302	0	1	1	
OG0.5_1303	0	1	1	
OG0.5_1304	0	1	1	
OG0.5_1305	0	1	1	
OG0.5_1306	0	1	1	
OG0.5_1307	0	1	1	
OG0.5_1308	0	1	1	
OG0.5_1309	0	1	1	
OG0.5_1310	0	1	1	
OG0.5_1311	0	1	1	
OG0.5_1312	0	1	1	
OG0.5_1313	0	1	1	
OG0.5_1314	0	1	1	
OG0.5_1315	0	1	1	
OG0.5_1316	0	1	1	
OG0.5_1317	0	1	1	
OG0.5_1318	0	1	1	
OG0.5_1319	0	1	1	
OG0.5_1320	0	1	1	
OG0.5_1321	0	1	1	
OG0.5_1322	0	1	1	
OG0.5_1323	0	1	1	
OG0.5_1324	0	1	1	
OG0.5_1325	0	1	1	
OG0.5_1326	0	1	1	
OG0.5_1327	0	1	1	
